Num,y
348816,202252.8
348817,78840.0
348818,8.0
348819,303940.8
348820,16248.0
348821,272.0
348822,48.0
348823,19224.0
348824,192.0
348825,256.0
348826,440.0
348827,48.0
348828,118420.8
348829,716059.2
348830,289809.6
348831,590640.0
348832,26201.6
348833,1424.0
348834,30782.4
348835,133992.0
348836,521990.4
348837,96.0
348838,224.0
348839,224.0
348840,4534.4
348841,50152.0
348842,17171.2
348843,312.0
348844,6369.6
348845,170899.2
348846,469916.8
348847,19611.2
349519,1488.0
349520,26865.6
349521,295712.0
349522,29288.0
349523,16.0
349524,145334.4
349525,67315.2
349526,111246.4
349527,101993.6
349528,3520.0
349529,1840.0
349530,54656.0
349531,277246.4
349532,21827.2
349533,1936.0
349534,177680.0
349535,120864.0
349536,506675.2
349537,507572.8
349538,2321.6
349539,112523.2
349540,82950.4
349541,1208.0
349542,24081.6
349543,10881.6
349544,149577.6
349545,7443.2
349546,18550.4
349547,5496.0
349548,23456.0
349549,17070.4
349550,278227.2
349551,7352.0
349552,21824.0
349553,10376.0
349554,2456.0
349555,44539.2
349556,1392.0
349557,160.0
349558,16734.4
349559,7016.0
349560,18384.0
349561,1154337.6
349562,79412.8
349563,340969.6
349564,867992.0
349565,95440.0
349566,26940.8
349567,25824.0
349568,96.0
349569,47720.0
349570,88.0
349571,256.0
349572,2741841.6
349573,384867.2
349574,6528.0
349575,45872.0
349576,343304.0
349577,14288.0
349578,704.0
349579,36217.6
349580,1936.0
349581,1568.0
349582,21179.2
349583,184731.2
349584,6105.6
349585,143073.6
349586,25380.8
349587,6785.6
349588,197500.8
349589,13928.0
349590,193121.6
349591,137568.0
349592,117968.0
349593,131875.2
349594,97497.6
349595,1200.0
349596,15470.4
349597,11760.0
349598,87323.2
349599,9056.0
349600,56488.0
349601,73440.0
349602,150788.8
349603,118144.0
349604,27249.6
349605,8488.0
349606,60400.0
349607,94491.2
349608,37915.2
349609,5496.0
349610,92288.0
349611,99616.0
349612,183691.2
349613,10648.0
349614,192.0
349615,4033.6
349616,6488.0
349617,13360.0
349618,103067.2
349619,3113.6
349620,472.0
349621,18788.8
349622,6200.0
349623,4448.0
349624,79444.8
349625,294632.0
349626,31830.4
349627,1259934.4
349628,334016.0
349629,31249.6
349630,165552.0
349631,832.0
349632,2476588.8
349633,42440.0
349634,21736.0
349635,703576.0
349636,543659.2
349637,594497.6
349638,1041392.0
349639,112553.6
349640,116320.0
349641,2353.6
349642,6139.2
349643,128.0
349644,13856.0
349645,95300.8
349646,5070.4
349647,28624.0
349648,433059.2
349649,107097.6
349650,575753.6
349651,269913.6
349652,94784.0
349653,63561.6
349654,688.0
349655,14520.0
349656,264009.6
349657,724576.0
349658,320856.0
349659,14953.6
349660,25337.6
349661,128.0
349662,8328.0
349663,132873.6
349664,1312.0
349665,144.0
349666,77505.6
349667,12044.8
349668,3992.0
349669,1323.2
349670,167841.6
349671,878104.0
349672,4240.0
349673,30598.4
349674,192.0
349675,15392.0
349676,93030.4
349677,185732.8
349678,124190.4
349679,287752.0
349680,398449.6
349681,13804.8
349682,6924.8
349683,17856.0
349684,2043.2
349685,3064.0
349686,66800.0
349687,13568.0
349688,641643.2
349689,464547.2
349690,224.0
349691,256.0
349692,32.0
349693,1057.6
349694,1020.8
349695,79880.0
349696,11208.0
349697,1185.6
349698,4072.0
349699,1643.2
349700,462.4
349701,1672.0
349702,2424.0
349703,829937.6
349704,27691.2
349705,1217459.2
349706,363008.0
349707,27480.0
349708,12435.2
349709,1576.0
349710,24705.6
349711,48696.0
349712,86420.8
349713,202252.8
349714,78840.0
349715,8.0
349716,303940.8
349717,16248.0
349718,272.0
349719,48.0
349720,19224.0
349721,192.0
349722,256.0
349723,440.0
349724,48.0
349725,118420.8
349726,716059.2
349727,289809.6
349728,590640.0
349729,26201.6
349730,1424.0
349731,30782.4
349732,133992.0
349733,521990.4
349734,96.0
349735,224.0
349736,224.0
349737,4534.4
349738,50152.0
349739,17171.2
349740,312.0
349741,6369.6
349742,170899.2
349743,469916.8
349744,19611.2
349745,33272.0
349746,397708.8
349747,36768.0
349748,14.3482380113
349749,172646.4
349750,83905.6
349751,221550.4
349752,227721.6
349753,2704.0
349754,1952.0
349755,61953.6
349756,366112.0
349757,26632.0
349758,1442217.6
349759,1760.0
349760,1888.0
349761,242121.6
349762,137193.6
349763,582038.4
349764,637603.2
349765,2224.0
349766,124891.2
349767,112590.4
349768,1232.0
349769,45022.4
349770,11910.4
349771,177068.8
349772,12379.2
349773,36888.0
349774,18729.6
349775,25800.0
349776,23244.8
349777,341064.0
349778,9368.0
349779,29488.0
349780,14112.0
349781,2176.0
349782,54798.4
349783,1024.0
349784,96.0
349785,15356.8
349786,5036.8
349787,8056.0
349788,5200.0
349789,93833.6
349790,375776.0
349791,1330742.4
349792,98336.0
349793,44371.2
349794,28328.0
349795,112.0
349796,61656.0
349797,160.0
349798,144.0
349799,3603649.6
349800,476004.8
349801,26148.8
349802,240425.6
349803,447811.2
349804,20232.0
349805,912.0
349806,43248.0
349807,4656.0
349808,2160.0
349809,22328.0
349810,216726.4
349811,7136.0
349812,187150.4
349813,44329.6
349814,9600.0
349815,215502.4
349816,1665.6
349817,79897.6
349818,176464.0
349819,161952.0
349820,182979.2
349821,2283.2
349822,20219.2
349823,15147.2
349824,147296.0
349825,6704.0
349826,91252.8
349827,194244.8
349828,142515.2
349829,64121.6
349830,18136.0
349831,121360.0
349832,9795.2
349833,65856.0
349834,140904.0
349835,66075.2
349836,5849.6
349837,127096.0
349838,144124.8
349839,214936.0
349840,14620.8
349841,96.0
349842,4219.2
349843,8667.2
349844,18801.6
349845,49918.4
349846,3492.8
349847,400.0
349848,20268.8
349849,7692.8
349850,5488.0
349851,104251.2
349852,341990.4
349853,38278.4
349854,1550524.8
349855,444494.4
349856,58196.8
349857,200185.6
349858,3105841.6
349859,101816.0
349860,70360.0
349861,918771.2
349862,679011.2
349863,729393.6
349864,1397280.0
349865,162236.8
349866,149718.4
349867,2473.6
349868,5344.0
349869,96.0
349870,13264.0
349871,106830.4
349872,3768.0
349873,34289.6
349874,519078.4
349875,152140.8
349876,743036.8
349877,350206.4
349878,116780.8
349879,76016.0
349880,1064.0
349881,20868.8
349882,314062.4
349883,767348.8
349884,334528.0
349885,21571.2
349886,37632.0
349887,144.0
349888,23075.2
349889,3504.0
349890,103438.4
349891,162030.4
349892,14723.2
349893,3430.4
349894,814.4
349895,189896.0
349896,1036545.6
349897,106171.2
349898,3660.8
349899,30872.0
349900,205.89576792
349901,143.402585117
349902,116627.2
349903,210867.2
349904,145822.4
349905,341224.0
349906,444907.2
349907,15356.8
349908,10996.8
349909,19488.0
349910,1728.0
349911,1936.0
349912,85444.8
349913,22969.6
349914,779392.0
349915,3499.2
349916,384.0
349917,288.0
349918,37.6441853418
349919,0.0
349920,1880.0
349921,1408.0
349922,102009.6
349923,11860.8
349924,1251.2
349925,4803.2
349926,1523.2
349927,1832.0
349928,2728.0
349929,30502.4
349930,1022377.6
349931,564486.4
349932,1892755.2
349933,702588.8
349934,34537.6
349935,26161.6
349936,1291.2
349937,43630.4
349938,92609.6
349939,156660.8
349940,267980.8
349941,87790.4
349942,376270.4
349943,387.2
349944,23428.8
349945,21960.0
349946,174.68077017
349947,128.412628065
349948,608.0
349949,128.0
349950,143504.0
349951,909241.6
349952,399966.4
349953,769526.4
349954,31883.2
349955,1184.0
349956,37185.6
349957,156769.6
349958,224.0
349959,72.0
349960,160.0
349961,264.0
349962,8323.2
349963,76318.4
349964,25134.4
349965,692732.8
349966,642110.4
349967,258998.4
349968,32144.0
349969,320.0
349970,7182.4
350191,1488.0
350192,26865.6
350193,295712.0
350194,29288.0
350195,16.0
350196,145334.4
350197,67315.2
350198,111246.4
350199,101993.6
350200,3520.0
350201,1840.0
350202,54656.0
350203,277246.4
350204,21827.2
350205,1936.0
350206,177680.0
350207,120864.0
350208,506675.2
350209,507572.8
350210,2321.6
350211,112523.2
350212,82950.4
350213,1208.0
350214,24081.6
350215,10881.6
350216,149577.6
350217,7443.2
350218,18550.4
350219,5496.0
350220,23456.0
350221,17070.4
350222,278227.2
350223,7352.0
350224,21824.0
350225,10376.0
350226,2456.0
350227,44539.2
350228,1392.0
350229,160.0
350230,16734.4
350231,7016.0
350232,18384.0
350233,1154337.6
350234,79412.8
350235,340969.6
350236,867992.0
350237,95440.0
350238,26940.8
350239,25824.0
350240,96.0
350241,47720.0
350242,88.0
350243,256.0
350244,2741841.6
350245,384867.2
350246,6528.0
350247,45872.0
350248,343304.0
350249,14288.0
350250,704.0
350251,36217.6
350252,1936.0
350253,1568.0
350254,21179.2
350255,184731.2
350256,6105.6
350257,143073.6
350258,25380.8
350259,6785.6
350260,197500.8
350261,13928.0
350262,193121.6
350263,137568.0
350264,117968.0
350265,131875.2
350266,97497.6
350267,1200.0
350268,15470.4
350269,11760.0
350270,87323.2
350271,9056.0
350272,56488.0
350273,73440.0
350274,150788.8
350275,118144.0
350276,27249.6
350277,8488.0
350278,60400.0
350279,94491.2
350280,37915.2
350281,5496.0
350282,92288.0
350283,99616.0
350284,183691.2
350285,10648.0
350286,192.0
350287,4033.6
350288,6488.0
350289,13360.0
350290,103067.2
350291,3113.6
350292,472.0
350293,18788.8
350294,6200.0
350295,4448.0
350296,79444.8
350297,294632.0
350298,31830.4
350299,1259934.4
350300,334016.0
350301,31249.6
350302,165552.0
350303,832.0
350304,2476588.8
350305,42440.0
350306,21736.0
350307,703576.0
350308,543659.2
350309,594497.6
350310,1041392.0
350311,112553.6
350312,116320.0
350313,2353.6
350314,6139.2
350315,128.0
350316,13856.0
350317,95300.8
350318,5070.4
350319,28624.0
350320,433059.2
350321,107097.6
350322,575753.6
350323,269913.6
350324,94784.0
350325,63561.6
350326,688.0
350327,14520.0
350328,264009.6
350329,724576.0
350330,320856.0
350331,14953.6
350332,25337.6
350333,128.0
350334,8328.0
350335,132873.6
350336,1312.0
350337,144.0
350338,77505.6
350339,12044.8
350340,3992.0
350341,1323.2
350342,167841.6
350343,878104.0
350344,4240.0
350345,30598.4
350346,192.0
350347,15392.0
350348,93030.4
350349,185732.8
350350,124190.4
350351,287752.0
350352,398449.6
350353,13804.8
350354,6924.8
350355,17856.0
350356,2043.2
350357,3064.0
350358,66800.0
350359,13568.0
350360,641643.2
350361,464547.2
350362,224.0
350363,256.0
350364,32.0
350365,1057.6
350366,1020.8
350367,79880.0
350368,11208.0
350369,1185.6
350370,4072.0
350371,1643.2
350372,462.4
350373,1672.0
350374,2424.0
350375,829937.6
350376,27691.2
350377,1217459.2
350378,363008.0
350379,27480.0
350380,12435.2
350381,1576.0
350382,24705.6
350383,48696.0
350384,86420.8
350385,202252.8
350386,78840.0
350387,8.0
350388,303940.8
350389,16248.0
350390,272.0
350391,48.0
350392,19224.0
350393,192.0
350394,256.0
350395,440.0
350396,48.0
350397,118420.8
350398,716059.2
350399,289809.6
350400,590640.0
350401,26201.6
350402,1424.0
350403,30782.4
350404,133992.0
350405,521990.4
350406,96.0
350407,224.0
350408,224.0
350409,4534.4
350410,50152.0
350411,17171.2
350412,312.0
350413,6369.6
350414,170899.2
350415,469916.8
350416,19611.2
350417,33272.0
350418,397708.8
350419,36768.0
350420,14.3482380113
350421,172646.4
350422,83905.6
350423,221550.4
350424,227721.6
350425,2704.0
350426,1952.0
350427,61953.6
350428,366112.0
350429,26632.0
350430,1442217.6
350431,1760.0
350432,1888.0
350433,242121.6
350434,137193.6
350435,582038.4
350436,637603.2
350437,2224.0
350438,124891.2
350439,112590.4
350440,1232.0
350441,45022.4
350442,11910.4
350443,177068.8
350444,12379.2
350445,36888.0
350446,18729.6
350447,25800.0
350448,23244.8
350449,341064.0
350450,9368.0
350451,29488.0
350452,14112.0
350453,2176.0
350454,54798.4
350455,1024.0
350456,96.0
350457,15356.8
350458,5036.8
350459,8056.0
350460,5200.0
350461,93833.6
350462,375776.0
350463,1330742.4
350464,98336.0
350465,44371.2
350466,28328.0
350467,112.0
350468,61656.0
350469,160.0
350470,144.0
350471,3603649.6
350472,476004.8
350473,26148.8
350474,240425.6
350475,447811.2
350476,20232.0
350477,912.0
350478,43248.0
350479,4656.0
350480,2160.0
350481,22328.0
350482,216726.4
350483,7136.0
350484,187150.4
350485,44329.6
350486,9600.0
350487,215502.4
350488,1665.6
350489,79897.6
350490,176464.0
350491,161952.0
350492,182979.2
350493,2283.2
350494,20219.2
350495,15147.2
350496,147296.0
350497,6704.0
350498,91252.8
350499,194244.8
350500,142515.2
350501,64121.6
350502,18136.0
350503,121360.0
350504,9795.2
350505,65856.0
350506,140904.0
350507,66075.2
350508,5849.6
350509,127096.0
350510,144124.8
350511,214936.0
350512,14620.8
350513,96.0
350514,4219.2
350515,8667.2
350516,18801.6
350517,49918.4
350518,3492.8
350519,400.0
350520,20268.8
350521,7692.8
350522,5488.0
350523,104251.2
350524,341990.4
350525,38278.4
350526,1550524.8
350527,444494.4
350528,58196.8
350529,200185.6
350530,3105841.6
350531,101816.0
350532,70360.0
350533,918771.2
350534,679011.2
350535,729393.6
350536,1397280.0
350537,162236.8
350538,149718.4
350539,2473.6
350540,5344.0
350541,96.0
350542,13264.0
350543,106830.4
350544,3768.0
350545,34289.6
350546,519078.4
350547,152140.8
350548,743036.8
350549,350206.4
350550,116780.8
350551,76016.0
350552,1064.0
350553,20868.8
350554,314062.4
350555,767348.8
350556,334528.0
350557,21571.2
350558,37632.0
350559,144.0
350560,23075.2
350561,3504.0
350562,103438.4
350563,162030.4
350564,14723.2
350565,3430.4
350566,814.4
350567,189896.0
350568,1036545.6
350569,106171.2
350570,3660.8
350571,30872.0
350572,205.89576792
350573,143.402585117
350574,116627.2
350575,210867.2
350576,145822.4
350577,341224.0
350578,444907.2
350579,15356.8
350580,10996.8
350581,19488.0
350582,1728.0
350583,1936.0
350584,85444.8
350585,22969.6
350586,779392.0
350587,3499.2
350588,384.0
350589,288.0
350590,37.6441853418
350591,0.0
350592,1880.0
350593,1408.0
350594,102009.6
350595,11860.8
350596,1251.2
350597,4803.2
350598,1523.2
350599,1832.0
350600,2728.0
350601,30502.4
350602,1022377.6
350603,564486.4
350604,1892755.2
350605,702588.8
350606,34537.6
350607,26161.6
350608,1291.2
350609,43630.4
350610,92609.6
350611,156660.8
350612,267980.8
350613,87790.4
350614,376270.4
350615,387.2
350616,23428.8
350617,21960.0
350618,174.68077017
350619,128.412628065
350620,608.0
350621,128.0
350622,143504.0
350623,909241.6
350624,399966.4
350625,769526.4
350626,31883.2
350627,1184.0
350628,37185.6
350629,156769.6
350630,224.0
350631,72.0
350632,160.0
350633,264.0
350634,8323.2
350635,76318.4
350636,25134.4
350637,692732.8
350638,642110.4
350639,258998.4
350640,32144.0
350641,320.0
350642,7182.4
350643,144128.10244
350644,49336.7630096
350645,1949.9378173
350646,1536.36105642
350647,23069.6273041
350648,254571.729718
350649,26926.900114
350650,114754.312914
350651,69434.9644059
350652,101423.038634
350653,100885.577625
350654,2548.84324021
350655,1513.2081417
350656,98311.7180727
350657,87786.0998208
350658,396670.176383
350659,418320.734814
350660,1852.87088927
350661,100641.406731
350662,68118.8863055
350663,1207.79974141
350664,19463.5928616
350665,8050.81591346
350666,109622.777655
350667,6631.9271892
350668,17302.2369095
350669,55616.0933072
350670,268329.275803
350671,209870.618639
350672,6882.23917681
350673,21098.0565926
350674,9285.77730598
350675,2253.90504017
350676,37601.1133949
350677,1173.12316881
350678,119.150100699
350679,10472.998884
350680,3976.64143266
350681,16643.8106482
350682,4268.10224919
350683,71540.8630257
350684,232728.248538
350685,742606.804693
350686,83800.6126159
350687,24899.1069726
350688,22042.7033646
350689,183.466021515
350690,38411.8856488
350691,117.258156148
350692,183.190305368
350693,2265319.29312
350694,315325.918441
350695,5778.36744256
350696,991908.804047
350697,20830.4623091
350698,40624.6243245
350699,12861.9661625
350700,634.947490861
350701,32312.5722801
350702,1794.76078495
350703,1238.2281841
350704,15377.5621257
350705,178444.916059
350706,6188.1192423
350707,155169.346124
350708,35229.0542302
350709,5882.68002038
350710,163870.094777
350711,14192.015795
350712,274092.298219
350713,114672.350085
350714,99311.6196818
350715,107095.802557
350716,1326.89335358
350717,14009.1990152
350718,10872.8967485
350719,74030.4504048
350720,6271.69874586
350721,41413.572736
350722,57588.7073797
350723,121674.761336
350724,92563.726358
350725,19838.0848615
350726,354.196970581
350727,72210.3498083
350728,31703.4667088
350729,5210.85175737
350730,80714.4449236
350731,81903.7998293
350732,140314.275055
350733,9052.54281864
350734,162.412062421
350735,2466.04586442
350736,7154.54509618
350737,11838.567104
350738,21680.484942
350739,3182.84207515
350740,6433.57790443
350741,15049.2216134
350742,5557.95016697
350743,4157.59244893
350744,63105.5222622
350745,237864.981885
350746,23316.0538043
350747,951463.914962
350748,251434.728602
350749,25350.394592
350750,145213.61382
350751,689.302010014
350752,145447.771557
350753,2020695.16686
350754,25438.3515342
350755,592566.658058
350756,469151.128702
350757,503724.094946
350758,917422.362753
350759,95502.2825755
350760,97088.204815
350761,2039.17070005
350762,6364.38242664
350763,135.592271384
350764,12422.9261802
350765,74026.9348769
350766,3393.35761647
350767,39392.3960521
350768,357024.282998
350769,84690.1989827
350770,457875.567084
350771,223609.169571
350772,82130.2837185
350773,52971.6224916
350774,606.004851697
350775,14364.0597346
350776,218487.014369
350777,610454.188219
350778,277931.983234
350779,14898.7767038
350780,22304.9706815
350781,73353.8772864
350782,16782.426412
350783,106499.280587
350784,1800.54959236
350785,65112.3316297
350786,10610.8978309
350787,2168.56945445
350788,807.401651255
350789,125087.768431
350790,664773.999133
350791,83165.0958388
350792,2789.1098157
350793,19836.7384193
350794,157.375382842
350795,8703.19211406
350796,141105.936823
350797,97801.4801055
350798,227823.939333
350799,297059.487531
350800,10503.0350816
350801,5657.81326733
350802,12898.3614478
350803,1506.84205284
350804,2210.91445207
350805,57253.8913694
350806,16114.3954812
350807,517897.566487
350808,22264.514174
350809,949762.544847
350810,309.480437801
350811,1332.42889917
350812,1026.09873501
350813,64296.1286318
350814,8686.96817819
350815,974.546351894
350816,3153.46630454
350817,1155.55790231
350818,730.976892115
350819,1425.83429639
350820,2455.25956844
350821,665422.334542
350822,373394.635912
350823,25745.2031294
350824,305990.279495
350825,19312.2920264
350826,13003.0837187
350827,1204.41064155
350828,22540.8383102
350829,42071.7415909
350830,70295.1960891
350831,175151.233392
350832,72728.2347471
350833,0.0
350834,232083.137311
350835,14179.3048489
350836,15174.3274361
350837,73.0127207196
350838,344.945561717
350839,17366.9732983
350840,461.686878058
350841,73.9627345484
350842,103646.386182
350843,559152.662318
350844,225678.75915
350845,471644.273383
350846,22356.026614
350847,1058.81199013
350848,26694.4798891
350849,428828.219295
350850,117254.881534
350851,179462.983971
350852,422043.374904
350853,303.689694063
350854,72.9844426012
350855,159.235617508
350856,243.503257577
350857,3831.54820749
350858,38271.4590753
350859,15366.1683481
350860,14150.2814321
350861,357.566944807
350862,4316.56456161
350863,33272.0
350864,397708.8
350865,36768.0
350866,14.3482380113
350867,172646.4
350868,83905.6
350869,221550.4
350870,227721.6
350871,2704.0
350872,1952.0
350873,61953.6
350874,366112.0
350875,26632.0
350876,1442217.6
350877,1760.0
350878,1888.0
350879,242121.6
350880,137193.6
350881,582038.4
350882,637603.2
350883,2224.0
350884,124891.2
350885,112590.4
350886,1232.0
350887,45022.4
350888,11910.4
350889,177068.8
350890,12379.2
350891,36888.0
350892,18729.6
350893,25800.0
350894,23244.8
350895,341064.0
350896,9368.0
350897,29488.0
350898,14112.0
350899,2176.0
350900,54798.4
350901,1024.0
350902,96.0
350903,15356.8
350904,5036.8
350905,8056.0
350906,5200.0
350907,93833.6
350908,375776.0
350909,1330742.4
350910,98336.0
350911,44371.2
350912,28328.0
350913,112.0
350914,61656.0
350915,160.0
350916,144.0
350917,3603649.6
350918,476004.8
350919,26148.8
350920,240425.6
350921,447811.2
350922,20232.0
350923,912.0
350924,43248.0
350925,4656.0
350926,2160.0
350927,22328.0
350928,216726.4
350929,7136.0
350930,187150.4
350931,44329.6
350932,9600.0
350933,215502.4
350934,1665.6
350935,79897.6
350936,176464.0
350937,161952.0
350938,182979.2
350939,2283.2
350940,20219.2
350941,15147.2
350942,147296.0
350943,6704.0
350944,91252.8
350945,194244.8
350946,142515.2
350947,64121.6
350948,18136.0
350949,121360.0
350950,9795.2
350951,65856.0
350952,140904.0
350953,66075.2
350954,5849.6
350955,127096.0
350956,144124.8
350957,214936.0
350958,14620.8
350959,96.0
350960,4219.2
350961,8667.2
350962,18801.6
350963,49918.4
350964,3492.8
350965,400.0
350966,20268.8
350967,7692.8
350968,5488.0
350969,104251.2
350970,341990.4
350971,38278.4
350972,1550524.8
350973,444494.4
350974,58196.8
350975,200185.6
350976,3105841.6
350977,101816.0
350978,70360.0
350979,918771.2
350980,679011.2
350981,729393.6
350982,1397280.0
350983,162236.8
350984,149718.4
350985,2473.6
350986,5344.0
350987,96.0
350988,13264.0
350989,106830.4
350990,3768.0
350991,34289.6
350992,519078.4
350993,152140.8
350994,743036.8
350995,350206.4
350996,116780.8
350997,76016.0
350998,1064.0
350999,20868.8
351000,314062.4
351001,767348.8
351002,334528.0
351003,21571.2
351004,37632.0
351005,144.0
351006,23075.2
351007,3504.0
351008,103438.4
351009,162030.4
351010,14723.2
351011,3430.4
351012,814.4
351013,189896.0
351014,1036545.6
351015,106171.2
351016,3660.8
351017,30872.0
351018,205.89576792
351019,143.402585117
351020,116627.2
351021,210867.2
351022,145822.4
351023,341224.0
351024,444907.2
351025,15356.8
351026,10996.8
351027,19488.0
351028,1728.0
351029,1936.0
351030,85444.8
351031,22969.6
351032,779392.0
351033,3499.2
351034,384.0
351035,288.0
351036,37.6441853418
351037,0.0
351038,1880.0
351039,1408.0
351040,102009.6
351041,11860.8
351042,1251.2
351043,4803.2
351044,1523.2
351045,1832.0
351046,2728.0
351047,30502.4
351048,1022377.6
351049,564486.4
351050,1892755.2
351051,702588.8
351052,34537.6
351053,26161.6
351054,1291.2
351055,43630.4
351056,92609.6
351057,156660.8
351058,267980.8
351059,87790.4
351060,376270.4
351061,387.2
351062,23428.8
351063,21960.0
351064,174.68077017
351065,128.412628065
351066,608.0
351067,128.0
351068,143504.0
351069,909241.6
351070,399966.4
351071,769526.4
351072,31883.2
351073,1184.0
351074,37185.6
351075,156769.6
351076,224.0
351077,72.0
351078,160.0
351079,264.0
351080,8323.2
351081,76318.4
351082,25134.4
351083,692732.8
351084,642110.4
351085,258998.4
351086,32144.0
351087,320.0
351088,7182.4
351089,144128.10244
351090,49336.7630096
351091,1949.9378173
351092,1536.36105642
351093,23069.6273041
351094,254571.729718
351095,26926.900114
351096,114754.312914
351097,69434.9644059
351098,101423.038634
351099,100885.577625
351100,2548.84324021
351101,1513.2081417
351102,98311.7180727
351103,87786.0998208
351104,396670.176383
351105,418320.734814
351106,1852.87088927
351107,100641.406731
351108,68118.8863055
351109,1207.79974141
351110,19463.5928616
351111,8050.81591346
351112,109622.777655
351113,6631.9271892
351114,17302.2369095
351115,55616.0933072
351116,268329.275803
351117,209870.618639
351118,6882.23917681
351119,21098.0565926
351120,9285.77730598
351121,2253.90504017
351122,37601.1133949
351123,1173.12316881
351124,119.150100699
351125,10472.998884
351126,3976.64143266
351127,16643.8106482
351128,4268.10224919
351129,71540.8630257
351130,232728.248538
351131,742606.804693
351132,83800.6126159
351133,24899.1069726
351134,22042.7033646
351135,183.466021515
351136,38411.8856488
351137,117.258156148
351138,183.190305368
351139,2265319.29312
351140,315325.918441
351141,5778.36744256
351142,991908.804047
351143,20830.4623091
351144,40624.6243245
351145,12861.9661625
351146,634.947490861
351147,32312.5722801
351148,1794.76078495
351149,1238.2281841
351150,15377.5621257
351151,178444.916059
351152,6188.1192423
351153,155169.346124
351154,35229.0542302
351155,5882.68002038
351156,163870.094777
351157,14192.015795
351158,274092.298219
351159,114672.350085
351160,99311.6196818
351161,107095.802557
351162,1326.89335358
351163,14009.1990152
351164,10872.8967485
351165,74030.4504048
351166,6271.69874586
351167,41413.572736
351168,57588.7073797
351169,121674.761336
351170,92563.726358
351171,19838.0848615
351172,354.196970581
351173,72210.3498083
351174,31703.4667088
351175,5210.85175737
351176,80714.4449236
351177,81903.7998293
351178,140314.275055
351179,9052.54281864
351180,162.412062421
351181,2466.04586442
351182,7154.54509618
351183,11838.567104
351184,21680.484942
351185,3182.84207515
351186,6433.57790443
351187,15049.2216134
351188,5557.95016697
351189,4157.59244893
351190,63105.5222622
351191,237864.981885
351192,23316.0538043
351193,951463.914962
351194,251434.728602
351195,25350.394592
351196,145213.61382
351197,689.302010014
351198,145447.771557
351199,2020695.16686
351200,25438.3515342
351201,592566.658058
351202,469151.128702
351203,503724.094946
351204,917422.362753
