Num,y
348816,202252.8
348817,78840.0
348818,8.0
348819,303940.8
348820,16248.0
348821,272.0
348822,48.0
348823,19224.0
348824,192.0
348825,256.0
348826,440.0
348827,48.0
348828,118420.8
348829,716059.2
348830,289809.6
348831,590640.0
348832,26201.6
348833,1424.0
348834,30782.4
348835,133992.0
348836,521990.4
348837,96.0
348838,224.0
348839,224.0
348840,4534.4
348841,50152.0
348842,17171.2
348843,312.0
348844,6369.6
348845,170899.2
348846,469916.8
348847,19611.2
349519,1488.0
349520,26865.6
349521,295712.0
349522,29288.0
349523,16.0
349524,145334.4
349525,67315.2
349526,111246.4
349527,101993.6
349528,3520.0
349529,1840.0
349530,54656.0
349531,277246.4
349532,21827.2
349533,1936.0
349534,177680.0
349535,120864.0
349536,506675.2
349537,507572.8
349538,2321.6
349539,112523.2
349540,82950.4
349541,1208.0
349542,24081.6
349543,10881.6
349544,149577.6
349545,7443.2
349546,18550.4
349547,5496.0
349548,23456.0
349549,17070.4
349550,278227.2
349551,7352.0
349552,21824.0
349553,10376.0
349554,2456.0
349555,44539.2
349556,1392.0
349557,160.0
349558,16734.4
349559,7016.0
349560,18384.0
349561,1154337.6
349562,79412.8
349563,340969.6
349564,867992.0
349565,95440.0
349566,26940.8
349567,25824.0
349568,96.0
349569,47720.0
349570,88.0
349571,256.0
349572,2741841.6
349573,384867.2
349574,6528.0
349575,45872.0
349576,343304.0
349577,14288.0
349578,704.0
349579,36217.6
349580,1936.0
349581,1568.0
349582,21179.2
349583,184731.2
349584,6105.6
349585,143073.6
349586,25380.8
349587,6785.6
349588,197500.8
349589,13928.0
349590,193121.6
349591,137568.0
349592,117968.0
349593,131875.2
349594,97497.6
349595,1200.0
349596,15470.4
349597,11760.0
349598,87323.2
349599,9056.0
349600,56488.0
349601,73440.0
349602,150788.8
349603,118144.0
349604,27249.6
349605,8488.0
349606,60400.0
349607,94491.2
349608,37915.2
349609,5496.0
349610,92288.0
349611,99616.0
349612,183691.2
349613,10648.0
349614,192.0
349615,4033.6
349616,6488.0
349617,13360.0
349618,103067.2
349619,3113.6
349620,472.0
349621,18788.8
349622,6200.0
349623,4448.0
349624,79444.8
349625,294632.0
349626,31830.4
349627,1259934.4
349628,334016.0
349629,31249.6
349630,165552.0
349631,832.0
349632,2476588.8
349633,42440.0
349634,21736.0
349635,703576.0
349636,543659.2
349637,594497.6
349638,1041392.0
349639,112553.6
349640,116320.0
349641,2353.6
349642,6139.2
349643,128.0
349644,13856.0
349645,95300.8
349646,5070.4
349647,28624.0
349648,433059.2
349649,107097.6
349650,575753.6
349651,269913.6
349652,94784.0
349653,63561.6
349654,688.0
349655,14520.0
349656,264009.6
349657,724576.0
349658,320856.0
349659,14953.6
349660,25337.6
349661,128.0
349662,8328.0
349663,132873.6
349664,1312.0
349665,144.0
349666,77505.6
349667,12044.8
349668,3992.0
349669,1323.2
349670,167841.6
349671,878104.0
349672,4240.0
349673,30598.4
349674,192.0
349675,15392.0
349676,93030.4
349677,185732.8
349678,124190.4
349679,287752.0
349680,398449.6
349681,13804.8
349682,6924.8
349683,17856.0
349684,2043.2
349685,3064.0
349686,66800.0
349687,13568.0
349688,641643.2
349689,464547.2
349690,224.0
349691,256.0
349692,32.0
349693,1057.6
349694,1020.8
349695,79880.0
349696,11208.0
349697,1185.6
349698,4072.0
349699,1643.2
349700,462.4
349701,1672.0
349702,2424.0
349703,829937.6
349704,27691.2
349705,1217459.2
349706,363008.0
349707,27480.0
349708,12435.2
349709,1576.0
349710,24705.6
349711,48696.0
349712,86420.8
349713,202252.8
349714,78840.0
349715,8.0
349716,303940.8
349717,16248.0
349718,272.0
349719,48.0
349720,19224.0
349721,192.0
349722,256.0
349723,440.0
349724,48.0
349725,118420.8
349726,716059.2
349727,289809.6
349728,590640.0
349729,26201.6
349730,1424.0
349731,30782.4
349732,133992.0
349733,521990.4
349734,96.0
349735,224.0
349736,224.0
349737,4534.4
349738,50152.0
349739,17171.2
349740,312.0
349741,6369.6
349742,170899.2
349743,469916.8
349744,19611.2
349745,33272.0
349746,397708.8
349747,36768.0
349748,23.2807135582
349749,172646.4
349750,83905.6
349751,221550.4
349752,227721.6
349753,2704.0
349754,1952.0
349755,61953.6
349756,366112.0
349757,26632.0
349758,1442217.6
349759,1760.0
349760,1888.0
349761,242121.6
349762,137193.6
349763,582038.4
349764,637603.2
349765,2224.0
349766,124891.2
349767,112590.4
349768,1232.0
349769,45022.4
349770,11910.4
349771,177068.8
349772,12379.2
349773,36888.0
349774,18729.6
349775,25800.0
349776,23244.8
349777,341064.0
349778,9368.0
349779,29488.0
349780,14112.0
349781,2176.0
349782,54798.4
349783,1024.0
349784,96.0
349785,15356.8
349786,5036.8
349787,8056.0
349788,5200.0
349789,93833.6
349790,375776.0
349791,1330742.4
349792,98336.0
349793,44371.2
349794,28328.0
349795,112.0
349796,61656.0
349797,160.0
349798,144.0
349799,3603649.6
349800,476004.8
349801,26148.8
349802,240425.6
349803,447811.2
349804,20232.0
349805,912.0
349806,43248.0
349807,4656.0
349808,2160.0
349809,22328.0
349810,216726.4
349811,7136.0
349812,187150.4
349813,44329.6
349814,9600.0
349815,215502.4
349816,1665.6
349817,79897.6
349818,176464.0
349819,161952.0
349820,182979.2
349821,2283.2
349822,20219.2
349823,15147.2
349824,147296.0
349825,6704.0
349826,91252.8
349827,194244.8
349828,142515.2
349829,64121.6
349830,18136.0
349831,121360.0
349832,9795.2
349833,65856.0
349834,140904.0
349835,66075.2
349836,5849.6
349837,127096.0
349838,144124.8
349839,214936.0
349840,14620.8
349841,96.0
349842,4219.2
349843,8667.2
349844,18801.6
349845,49918.4
349846,3492.8
349847,400.0
349848,20268.8
349849,7692.8
349850,5488.0
349851,104251.2
349852,341990.4
349853,38278.4
349854,1550524.8
349855,444494.4
349856,58196.8
349857,200185.6
349858,3105841.6
349859,101816.0
349860,70360.0
349861,918771.2
349862,679011.2
349863,729393.6
349864,1397280.0
349865,162236.8
349866,149718.4
349867,2473.6
349868,5344.0
349869,96.0
349870,13264.0
349871,106830.4
349872,3768.0
349873,34289.6
349874,519078.4
349875,152140.8
349876,743036.8
349877,350206.4
349878,116780.8
349879,76016.0
349880,1064.0
349881,20868.8
349882,314062.4
349883,767348.8
349884,334528.0
349885,21571.2
349886,37632.0
349887,144.0
349888,23075.2
349889,3504.0
349890,103438.4
349891,162030.4
349892,14723.2
349893,3430.4
349894,814.4
349895,189896.0
349896,1036545.6
349897,106171.2
349898,3660.8
349899,30872.0
349900,183.171157837
349901,222.14261055
349902,116627.2
349903,210867.2
349904,145822.4
349905,341224.0
349906,444907.2
349907,15356.8
349908,10996.8
349909,19488.0
349910,1728.0
349911,1936.0
349912,85444.8
349913,22969.6
349914,779392.0
349915,3499.2
349916,384.0
349917,288.0
349918,55.9914064407
349919,0.0
349920,1880.0
349921,1408.0
349922,102009.6
349923,11860.8
349924,1251.2
349925,4803.2
349926,1523.2
349927,1832.0
349928,2728.0
349929,30502.4
349930,1022377.6
349931,564486.4
349932,1892755.2
349933,702588.8
349934,34537.6
349935,26161.6
349936,1291.2
349937,43630.4
349938,92609.6
349939,156660.8
349940,267980.8
349941,87790.4
349942,376270.4
349943,387.2
349944,23428.8
349945,21960.0
349946,174.145259857
349947,103.39884758
349948,608.0
349949,128.0
349950,143504.0
349951,909241.6
349952,399966.4
349953,769526.4
349954,31883.2
349955,1184.0
349956,37185.6
349957,156769.6
349958,224.0
349959,72.0
349960,160.0
349961,264.0
349962,8323.2
349963,76318.4
349964,25134.4
349965,692732.8
349966,642110.4
349967,258998.4
349968,32144.0
349969,320.0
349970,7182.4
350191,1488.0
350192,26865.6
350193,295712.0
350194,29288.0
350195,16.0
350196,145334.4
350197,67315.2
350198,111246.4
350199,101993.6
350200,3520.0
350201,1840.0
350202,54656.0
350203,277246.4
350204,21827.2
350205,1936.0
350206,177680.0
350207,120864.0
350208,506675.2
350209,507572.8
350210,2321.6
350211,112523.2
350212,82950.4
350213,1208.0
350214,24081.6
350215,10881.6
350216,149577.6
350217,7443.2
350218,18550.4
350219,5496.0
350220,23456.0
350221,17070.4
350222,278227.2
350223,7352.0
350224,21824.0
350225,10376.0
350226,2456.0
350227,44539.2
350228,1392.0
350229,160.0
350230,16734.4
350231,7016.0
350232,18384.0
350233,1154337.6
350234,79412.8
350235,340969.6
350236,867992.0
350237,95440.0
350238,26940.8
350239,25824.0
350240,96.0
350241,47720.0
350242,88.0
350243,256.0
350244,2741841.6
350245,384867.2
350246,6528.0
350247,45872.0
350248,343304.0
350249,14288.0
350250,704.0
350251,36217.6
350252,1936.0
350253,1568.0
350254,21179.2
350255,184731.2
350256,6105.6
350257,143073.6
350258,25380.8
350259,6785.6
350260,197500.8
350261,13928.0
350262,193121.6
350263,137568.0
350264,117968.0
350265,131875.2
350266,97497.6
350267,1200.0
350268,15470.4
350269,11760.0
350270,87323.2
350271,9056.0
350272,56488.0
350273,73440.0
350274,150788.8
350275,118144.0
350276,27249.6
350277,8488.0
350278,60400.0
350279,94491.2
350280,37915.2
350281,5496.0
350282,92288.0
350283,99616.0
350284,183691.2
350285,10648.0
350286,192.0
350287,4033.6
350288,6488.0
350289,13360.0
350290,103067.2
350291,3113.6
350292,472.0
350293,18788.8
350294,6200.0
350295,4448.0
350296,79444.8
350297,294632.0
350298,31830.4
350299,1259934.4
350300,334016.0
350301,31249.6
350302,165552.0
350303,832.0
350304,2476588.8
350305,42440.0
350306,21736.0
350307,703576.0
350308,543659.2
350309,594497.6
350310,1041392.0
350311,112553.6
350312,116320.0
350313,2353.6
350314,6139.2
350315,128.0
350316,13856.0
350317,95300.8
350318,5070.4
350319,28624.0
350320,433059.2
350321,107097.6
350322,575753.6
350323,269913.6
350324,94784.0
350325,63561.6
350326,688.0
350327,14520.0
350328,264009.6
350329,724576.0
350330,320856.0
350331,14953.6
350332,25337.6
350333,128.0
350334,8328.0
350335,132873.6
350336,1312.0
350337,144.0
350338,77505.6
350339,12044.8
350340,3992.0
350341,1323.2
350342,167841.6
350343,878104.0
350344,4240.0
350345,30598.4
350346,192.0
350347,15392.0
350348,93030.4
350349,185732.8
350350,124190.4
350351,287752.0
350352,398449.6
350353,13804.8
350354,6924.8
350355,17856.0
350356,2043.2
350357,3064.0
350358,66800.0
350359,13568.0
350360,641643.2
350361,464547.2
350362,224.0
350363,256.0
350364,32.0
350365,1057.6
350366,1020.8
350367,79880.0
350368,11208.0
350369,1185.6
350370,4072.0
350371,1643.2
350372,462.4
350373,1672.0
350374,2424.0
350375,829937.6
350376,27691.2
350377,1217459.2
350378,363008.0
350379,27480.0
350380,12435.2
350381,1576.0
350382,24705.6
350383,48696.0
350384,86420.8
350385,202252.8
350386,78840.0
350387,8.0
350388,303940.8
350389,16248.0
350390,272.0
350391,48.0
350392,19224.0
350393,192.0
350394,256.0
350395,440.0
350396,48.0
350397,118420.8
350398,716059.2
350399,289809.6
350400,590640.0
350401,26201.6
350402,1424.0
350403,30782.4
350404,133992.0
350405,521990.4
350406,96.0
350407,224.0
350408,224.0
350409,4534.4
350410,50152.0
350411,17171.2
350412,312.0
350413,6369.6
350414,170899.2
350415,469916.8
350416,19611.2
350417,33272.0
350418,397708.8
350419,36768.0
350420,23.2807135582
350421,172646.4
350422,83905.6
350423,221550.4
350424,227721.6
350425,2704.0
350426,1952.0
350427,61953.6
350428,366112.0
350429,26632.0
350430,1442217.6
350431,1760.0
350432,1888.0
350433,242121.6
350434,137193.6
350435,582038.4
350436,637603.2
350437,2224.0
350438,124891.2
350439,112590.4
350440,1232.0
350441,45022.4
350442,11910.4
350443,177068.8
350444,12379.2
350445,36888.0
350446,18729.6
350447,25800.0
350448,23244.8
350449,341064.0
350450,9368.0
350451,29488.0
350452,14112.0
350453,2176.0
350454,54798.4
350455,1024.0
350456,96.0
350457,15356.8
350458,5036.8
350459,8056.0
350460,5200.0
350461,93833.6
350462,375776.0
350463,1330742.4
350464,98336.0
350465,44371.2
350466,28328.0
350467,112.0
350468,61656.0
350469,160.0
350470,144.0
350471,3603649.6
350472,476004.8
350473,26148.8
350474,240425.6
350475,447811.2
350476,20232.0
350477,912.0
350478,43248.0
350479,4656.0
350480,2160.0
350481,22328.0
350482,216726.4
350483,7136.0
350484,187150.4
350485,44329.6
350486,9600.0
350487,215502.4
350488,1665.6
350489,79897.6
350490,176464.0
350491,161952.0
350492,182979.2
350493,2283.2
350494,20219.2
350495,15147.2
350496,147296.0
350497,6704.0
350498,91252.8
350499,194244.8
350500,142515.2
350501,64121.6
350502,18136.0
350503,121360.0
350504,9795.2
350505,65856.0
350506,140904.0
350507,66075.2
350508,5849.6
350509,127096.0
350510,144124.8
350511,214936.0
350512,14620.8
350513,96.0
350514,4219.2
350515,8667.2
350516,18801.6
350517,49918.4
350518,3492.8
350519,400.0
350520,20268.8
350521,7692.8
350522,5488.0
350523,104251.2
350524,341990.4
350525,38278.4
350526,1550524.8
350527,444494.4
350528,58196.8
350529,200185.6
350530,3105841.6
350531,101816.0
350532,70360.0
350533,918771.2
350534,679011.2
350535,729393.6
350536,1397280.0
350537,162236.8
350538,149718.4
350539,2473.6
350540,5344.0
350541,96.0
350542,13264.0
350543,106830.4
350544,3768.0
350545,34289.6
350546,519078.4
350547,152140.8
350548,743036.8
350549,350206.4
350550,116780.8
350551,76016.0
350552,1064.0
350553,20868.8
350554,314062.4
350555,767348.8
350556,334528.0
350557,21571.2
350558,37632.0
350559,144.0
350560,23075.2
350561,3504.0
350562,103438.4
350563,162030.4
350564,14723.2
350565,3430.4
350566,814.4
350567,189896.0
350568,1036545.6
350569,106171.2
350570,3660.8
350571,30872.0
350572,183.171157837
350573,222.14261055
350574,116627.2
350575,210867.2
350576,145822.4
350577,341224.0
350578,444907.2
350579,15356.8
350580,10996.8
350581,19488.0
350582,1728.0
350583,1936.0
350584,85444.8
350585,22969.6
350586,779392.0
350587,3499.2
350588,384.0
350589,288.0
350590,55.9914064407
350591,0.0
350592,1880.0
350593,1408.0
350594,102009.6
350595,11860.8
350596,1251.2
350597,4803.2
350598,1523.2
350599,1832.0
350600,2728.0
350601,30502.4
350602,1022377.6
350603,564486.4
350604,1892755.2
350605,702588.8
350606,34537.6
350607,26161.6
350608,1291.2
350609,43630.4
350610,92609.6
350611,156660.8
350612,267980.8
350613,87790.4
350614,376270.4
350615,387.2
350616,23428.8
350617,21960.0
350618,174.145259857
350619,103.39884758
350620,608.0
350621,128.0
350622,143504.0
350623,909241.6
350624,399966.4
350625,769526.4
350626,31883.2
350627,1184.0
350628,37185.6
350629,156769.6
350630,224.0
350631,72.0
350632,160.0
350633,264.0
350634,8323.2
350635,76318.4
350636,25134.4
350637,692732.8
350638,642110.4
350639,258998.4
350640,32144.0
350641,320.0
350642,7182.4
350643,150383.194424
350644,46497.3839214
350645,1821.61492825
350646,1481.65096045
350647,25379.7098285
350648,246498.513215
350649,27982.3927188
350650,114985.452118
350651,65809.4350648
350652,108380.445916
350653,109334.694658
350654,2711.41652346
350655,1523.17027807
350656,93580.2257597
350657,91791.4521503
350658,427851.259342
350659,459850.708251
350660,1655.45302749
350661,101751.342314
350662,66747.4905429
350663,1153.70565295
350664,18309.038537
350665,6903.07881188
350666,132868.623958
350667,6949.49726272
350668,17590.7438561
350669,58731.6664267
350670,266326.299226
350671,199935.713599
350672,7446.09888554
350673,20285.6641042
350674,9467.71938086
350675,2110.1675415
350676,36551.7761854
350677,1059.40513611
350678,176.939706802
350679,11827.8526571
350680,3665.38178396
350681,17541.3365695
350682,4484.53778028
350683,71620.165458
350684,224286.893709
350685,575514.287656
350686,76913.6812019
350687,30189.1422486
350688,20268.5205585
350689,248.597829342
350690,39540.7190841
350691,147.03104496
350692,151.386848688
350693,2214279.73478
350694,305046.324899
350695,6028.44970107
350696,955893.120267
350697,19771.6382176
350698,59494.9970951
350699,11710.3319523
350700,764.680845737
350701,32271.9190407
350702,2824.71244454
350703,1199.16839004
350704,14364.2604363
350705,123847.581647
350706,6060.41252613
350707,131447.396351
350708,40135.5439274
350709,5024.01459217
350710,154859.97753
350711,17788.9876572
350712,317034.943799
350713,115904.745134
350714,98994.9141598
350715,100231.729904
350716,1041.13921756
350717,14175.0078733
350718,11537.3916292
350719,64044.023
350720,6870.95010757
350721,39134.1843226
350722,47434.1946648
350723,122051.260662
350724,99292.3667526
350725,17885.0638121
350726,350.12960434
350727,72287.5581479
350728,34901.7876125
350729,5349.11131001
350730,87300.3226107
350731,83368.4539093
350732,161205.257244
350733,9321.59425592
350734,180.18635273
350735,9145.2447145
350736,6251.96150362
350737,11131.6320306
350738,27053.3558427
350739,1810.4930281
350740,6551.02344823
350741,14528.7592859
350742,5420.60588169
350743,3882.7271843
350744,55039.001995
350745,244731.83083
350746,27626.5153894
350747,1143417.83784
350748,271258.590869
350749,25292.7413782
350750,141933.828913
350751,684.468140066
350752,176300.975703
350753,2058533.06608
350754,38484.3737364
350755,558681.2159
350756,474524.65395
350757,513384.077437
350758,913946.732497
350759,89108.2395358
350760,96554.0511894
350761,2028.45747423
350762,6146.23995304
350763,98.7419629097
350764,12477.8176916
350765,76433.3112388
350766,3639.20565963
350767,68892.2218353
350768,348867.893749
350769,81579.862793
350770,523802.090633
350771,255340.612134
350772,81145.2360678
350773,52309.9519157
350774,482.665507197
350775,11870.7069567
350776,223837.526257
350777,560424.062035
350778,245751.813407
350779,15417.1375051
350780,20408.9652443
350781,73023.7748046
350782,14946.9278488
350783,108134.632303
350784,1504.37591851
350785,71634.0000385
350786,11236.5981488
350787,2874.08720016
350788,750.335403442
350789,137497.699162
350790,656908.803742
350791,77541.4179393
350792,3340.76483917
350793,19020.6228131
350794,282.716867924
350795,7285.97401428
350796,161251.158672
350797,98977.798311
350798,234465.609551
350799,300009.09933
350800,10514.5574391
350801,4709.60147202
350802,13785.7704306
350803,1296.58352852
350804,2016.82889223
350805,75985.5605736
350806,16742.8816705
350807,573108.798351
350808,25678.841086
350809,907778.475773
350810,364.308056831
350811,1501.86360478
350812,853.916049004
350813,59767.1306334
350814,10294.2122376
350815,978.155907631
350816,3053.7521174
350817,931.545513153
350818,745.602634549
350819,1309.76104766
350820,2491.80654466
350821,669410.741766
350822,421423.39991
350823,26040.5228481
350824,284161.961171
350825,17014.2246044
350826,12774.3912534
350827,1293.88299394
350828,28684.8405236
350829,47439.8084404
350830,71918.3815482
350831,173047.847168
350832,73755.1591808
350833,0.0
350834,242078.957583
350835,14916.3647001
350836,13175.2791837
350837,157.545795441
350838,312.323884964
350839,17651.2909681
350840,522.327907085
350841,82.0616149902
350842,97783.048389
350843,507168.808749
350844,196302.642236
350845,427823.357102
350846,22521.8499134
350847,1377.35334873
350848,28764.6151521
350849,378313.943245
350850,111927.645176
350851,167219.391392
350852,438082.762963
350853,294.08565712
350854,184.693822861
350855,163.345587254
350856,229.363058209
350857,4242.50613534
350858,37504.1914471
350859,14607.4560595
350860,14527.0386713
350861,364.062285423
350862,4953.86947143
350863,33272.0
350864,397708.8
350865,36768.0
350866,23.2807135582
350867,172646.4
350868,83905.6
350869,221550.4
350870,227721.6
350871,2704.0
350872,1952.0
350873,61953.6
350874,366112.0
350875,26632.0
350876,1442217.6
350877,1760.0
350878,1888.0
350879,242121.6
350880,137193.6
350881,582038.4
350882,637603.2
350883,2224.0
350884,124891.2
350885,112590.4
350886,1232.0
350887,45022.4
350888,11910.4
350889,177068.8
350890,12379.2
350891,36888.0
350892,18729.6
350893,25800.0
350894,23244.8
350895,341064.0
350896,9368.0
350897,29488.0
350898,14112.0
350899,2176.0
350900,54798.4
350901,1024.0
350902,96.0
350903,15356.8
350904,5036.8
350905,8056.0
350906,5200.0
350907,93833.6
350908,375776.0
350909,1330742.4
350910,98336.0
350911,44371.2
350912,28328.0
350913,112.0
350914,61656.0
350915,160.0
350916,144.0
350917,3603649.6
350918,476004.8
350919,26148.8
350920,240425.6
350921,447811.2
350922,20232.0
350923,912.0
350924,43248.0
350925,4656.0
350926,2160.0
350927,22328.0
350928,216726.4
350929,7136.0
350930,187150.4
350931,44329.6
350932,9600.0
350933,215502.4
350934,1665.6
350935,79897.6
350936,176464.0
350937,161952.0
350938,182979.2
350939,2283.2
350940,20219.2
350941,15147.2
350942,147296.0
350943,6704.0
350944,91252.8
350945,194244.8
350946,142515.2
350947,64121.6
350948,18136.0
350949,121360.0
350950,9795.2
350951,65856.0
350952,140904.0
350953,66075.2
350954,5849.6
350955,127096.0
350956,144124.8
350957,214936.0
350958,14620.8
350959,96.0
350960,4219.2
350961,8667.2
350962,18801.6
350963,49918.4
350964,3492.8
350965,400.0
350966,20268.8
350967,7692.8
350968,5488.0
350969,104251.2
350970,341990.4
350971,38278.4
350972,1550524.8
350973,444494.4
350974,58196.8
350975,200185.6
350976,3105841.6
350977,101816.0
350978,70360.0
350979,918771.2
350980,679011.2
350981,729393.6
350982,1397280.0
350983,162236.8
350984,149718.4
350985,2473.6
350986,5344.0
350987,96.0
350988,13264.0
350989,106830.4
350990,3768.0
350991,34289.6
350992,519078.4
350993,152140.8
350994,743036.8
350995,350206.4
350996,116780.8
350997,76016.0
350998,1064.0
350999,20868.8
351000,314062.4
351001,767348.8
351002,334528.0
351003,21571.2
351004,37632.0
351005,144.0
351006,23075.2
351007,3504.0
351008,103438.4
351009,162030.4
351010,14723.2
351011,3430.4
351012,814.4
351013,189896.0
351014,1036545.6
351015,106171.2
351016,3660.8
351017,30872.0
351018,183.171157837
351019,222.14261055
351020,116627.2
351021,210867.2
351022,145822.4
351023,341224.0
351024,444907.2
351025,15356.8
351026,10996.8
351027,19488.0
351028,1728.0
351029,1936.0
351030,85444.8
351031,22969.6
351032,779392.0
351033,3499.2
351034,384.0
351035,288.0
351036,55.9914064407
351037,0.0
351038,1880.0
351039,1408.0
351040,102009.6
351041,11860.8
351042,1251.2
351043,4803.2
351044,1523.2
351045,1832.0
351046,2728.0
351047,30502.4
351048,1022377.6
351049,564486.4
351050,1892755.2
351051,702588.8
351052,34537.6
351053,26161.6
351054,1291.2
351055,43630.4
351056,92609.6
351057,156660.8
351058,267980.8
351059,87790.4
351060,376270.4
351061,387.2
351062,23428.8
351063,21960.0
351064,174.145259857
351065,103.39884758
351066,608.0
351067,128.0
351068,143504.0
351069,909241.6
351070,399966.4
351071,769526.4
351072,31883.2
351073,1184.0
351074,37185.6
351075,156769.6
351076,224.0
351077,72.0
351078,160.0
351079,264.0
351080,8323.2
351081,76318.4
351082,25134.4
351083,692732.8
351084,642110.4
351085,258998.4
351086,32144.0
351087,320.0
351088,7182.4
351089,150383.194424
351090,46497.3839214
351091,1821.61492825
351092,1481.65096045
351093,25379.7098285
351094,246498.513215
351095,27982.3927188
351096,114985.452118
351097,65809.4350648
351098,108380.445916
351099,109334.694658
351100,2711.41652346
351101,1523.17027807
351102,93580.2257597
351103,91791.4521503
351104,427851.259342
351105,459850.708251
351106,1655.45302749
351107,101751.342314
351108,66747.4905429
351109,1153.70565295
351110,18309.038537
351111,6903.07881188
351112,132868.623958
351113,6949.49726272
351114,17590.7438561
351115,58731.6664267
351116,266326.299226
351117,199935.713599
351118,7446.09888554
351119,20285.6641042
351120,9467.71938086
351121,2110.1675415
351122,36551.7761854
351123,1059.40513611
351124,176.939706802
351125,11827.8526571
351126,3665.38178396
351127,17541.3365695
351128,4484.53778028
351129,71620.165458
351130,224286.893709
351131,575514.287656
351132,76913.6812019
351133,30189.1422486
351134,20268.5205585
351135,248.597829342
351136,39540.7190841
351137,147.03104496
351138,151.386848688
351139,2214279.73478
351140,305046.324899
351141,6028.44970107
351142,955893.120267
351143,19771.6382176
351144,59494.9970951
351145,11710.3319523
351146,764.680845737
351147,32271.9190407
351148,2824.71244454
351149,1199.16839004
351150,14364.2604363
351151,123847.581647
351152,6060.41252613
351153,131447.396351
351154,40135.5439274
351155,5024.01459217
351156,154859.97753
351157,17788.9876572
351158,317034.943799
351159,115904.745134
351160,98994.9141598
351161,100231.729904
351162,1041.13921756
351163,14175.0078733
351164,11537.3916292
351165,64044.023
351166,6870.95010757
351167,39134.1843226
351168,47434.1946648
351169,122051.260662
351170,99292.3667526
351171,17885.0638121
351172,350.12960434
351173,72287.5581479
351174,34901.7876125
351175,5349.11131001
351176,87300.3226107
351177,83368.4539093
351178,161205.257244
351179,9321.59425592
351180,180.18635273
351181,9145.2447145
351182,6251.96150362
351183,11131.6320306
351184,27053.3558427
351185,1810.4930281
351186,6551.02344823
351187,14528.7592859
351188,5420.60588169
351189,3882.7271843
351190,55039.001995
351191,244731.83083
351192,27626.5153894
351193,1143417.83784
351194,271258.590869
351195,25292.7413782
351196,141933.828913
351197,684.468140066
351198,176300.975703
351199,2058533.06608
351200,38484.3737364
351201,558681.2159
351202,474524.65395
351203,513384.077437
351204,913946.732497
